RD_NO,CRASH_DATE_EST_I,CRASH_DATE,POSTED_SPEED_LIMIT,TRAFFIC_CONTROL_DEVICE,DEVICE_CONDITION,WEATHER_CONDITION,LIGHTING_CONDITION,FIRST_CRASH_TYPE,TRAFFICWAY_TYPE,LANE_CNT,ALIGNMENT,ROADWAY_SURFACE_COND,ROAD_DEFECT,REPORT_TYPE,CRASH_TYPE,INTERSECTION_RELATED_I,NOT_RIGHT_OF_WAY_I,HIT_AND_RUN_I,DAMAGE,DATE_POLICE_NOTIFIED,PRIM_CONTRIBUTORY_CAUSE,SEC_CONTRIBUTORY_CAUSE,STREET_NO,STREET_DIRECTION,STREET_NAME,BEAT_OF_OCCURRENCE,PHOTOS_TAKEN_I,STATEMENTS_TAKEN_I,DOORING_I,WORK_ZONE_I,WORK_ZONE_TYPE,WORKERS_PRESENT_I,NUM_UNITS,MOST_SEVERE_INJURY,INJURIES_TOTAL,INJURIES_FATAL,INJURIES_INCAPACITATING,INJURIES_NON_INCAPACITATING,INJURIES_REPORTED_NOT_EVIDENT,INJURIES_NO_INDICATION,INJURIES_UNKNOWN,CRASH_HOUR,CRASH_DAY_OF_WEEK,CRASH_MONTH,LATITUDE,LONGITUDE,LOCATION
JC433172,,9/13/2019 23:30,30,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",PARKED MOTOR VEHICLE,UNKNOWN,,STRAIGHT AND LEVEL,DRY,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,Y,"OVER $1,500",9/14/2019 14:10,UNABLE TO DETERMINE,UNABLE TO DETERMINE,4600,N,PATTON AVE,1614,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,23,6,9,41.96307378,-87.83766584,POINT (-87.8376658424 41.963073782983)
JC432820,Y,9/13/2019 23:30,30,NO CONTROLS,NO CONTROLS,UNKNOWN,UNKNOWN,PARKED MOTOR VEHICLE,ONE-WAY,,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,Y,"OVER $1,500",9/14/2019 9:11,UNABLE TO DETERMINE,NOT APPLICABLE,2419,W,PALMER ST,1431,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,23,6,9,41.92153058,-87.68833656,POINT (-87.688336557467 41.921530578347)
JC432513,,9/13/2019 23:13,25,TRAFFIC SIGNAL,UNKNOWN,UNKNOWN,UNKNOWN,TURNING,"FIVE POINT, OR MORE",,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,,NO INJURY / DRIVE AWAY,,,,"OVER $1,500",9/13/2019 23:45,IMPROPER LANE USAGE,IMPROPER TURNING/NO SIGNAL,5556,N,BROADWAY,2013,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,5,0,23,6,9,41.98347206,-87.66021159,POINT (-87.660211592554 41.983472056364)
JC432413,,9/13/2019 23:13,25,TRAFFIC SIGNAL,UNKNOWN,UNKNOWN,UNKNOWN,TURNING,"FIVE POINT, OR MORE",,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",9/13/2019 23:45,IMPROPER LANE USAGE,IMPROPER TURNING/NO SIGNAL,5556,N,BROADWAY,2013,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,5,0,23,6,9,41.98347206,-87.66021159,POINT (-87.660211592554 41.983472056364)
JC432547,,9/13/2019 23:07,30,UNKNOWN,UNKNOWN,UNKNOWN,DAWN,SIDESWIPE SAME DIRECTION,DIVIDED - W/MEDIAN (NOT RAISED),,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,,,"$501 - $1,500",9/13/2019 23:30,IMPROPER OVERTAKING/PASSING,IMPROPER OVERTAKING/PASSING,7700,S,YATES BLVD,414,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,23,6,9,41.75526849,-87.56644778,POINT (-87.56644777476 41.755268486532)
JC432577,,9/13/2019 23:05,30,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",SIDESWIPE SAME DIRECTION,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,Y,"$501 - $1,500",9/14/2019 0:40,"OPERATING VEHICLE IN ERRATIC, RECKLESS, CARELESS, NEGLIGENT OR AGGRESSIVE MANNER",NOT APPLICABLE,1601,S,SACRAMENTO DR,1022,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,23,6,9,41.85933485,-87.701591,POINT (-87.701590996636 41.859334847022)
JC432501,,9/13/2019 23:05,30,NO CONTROLS,NO CONTROLS,OTHER,"DARKNESS, LIGHTED ROAD",HEAD ON,DIVIDED - W/MEDIAN BARRIER,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,Y,"OVER $1,500",9/13/2019 23:11,DRIVING ON WRONG SIDE/WRONG WAY,"OPERATING VEHICLE IN ERRATIC, RECKLESS, CARELESS, NEGLIGENT OR AGGRESSIVE MANNER",66,E,ROOSEVELT RD,123,,,,,,,2,INCAPACITATING INJURY,1,0,1,0,0,1,0,23,6,9,41.8675592,-87.62475932,POINT (-87.624759322153 41.867559195019)
JC433445,Y,9/13/2019 23:00,15,NO CONTROLS,NO CONTROLS,CLEAR,UNKNOWN,PARKED MOTOR VEHICLE,NOT DIVIDED,,STRAIGHT AND LEVEL,UNKNOWN,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,Y,"OVER $1,500",9/14/2019 17:58,UNABLE TO DETERMINE,NOT APPLICABLE,3040,N,LONG AVE,2514,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,23,6,9,41.93623795,-87.76165672,POINT (-87.761656719635 41.936237951357)
JC432523,,9/13/2019 23:00,25,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",PARKED MOTOR VEHICLE,ONE-WAY,,STRAIGHT AND LEVEL,DRY,DEBRIS ON ROADWAY,ON SCENE,NO INJURY / DRIVE AWAY,,,Y,"$501 - $1,500",9/13/2019 23:01,FAILING TO REDUCE SPEED TO AVOID CRASH,DRIVING ON WRONG SIDE/WRONG WAY,11329,S,FOREST AVE,531,,,,Y,CONSTRUCTION,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,23,6,9,41.68822192,-87.61552812,POINT (-87.615528118685 41.68822191622)
JC432515,,9/13/2019 22:54,30,UNKNOWN,UNKNOWN,UNKNOWN,"DARKNESS, LIGHTED ROAD",REAR END,DIVIDED - W/MEDIAN (NOT RAISED),,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,Y,"OVER $1,500",9/13/2019 23:20,UNABLE TO DETERMINE,NOT APPLICABLE,2530,W,OGDEN AVE,1023,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,22,6,9,41.863688,-87.68938348,POINT (-87.689383479931 41.863688000111)
JC437193,,9/13/2019 22:50,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",SIDESWIPE SAME DIRECTION,FOUR WAY,,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,NOT ON SCENE (DESK REPORT),INJURY AND / OR TOW DUE TO CRASH,Y,,Y,$500 OR LESS,9/17/2019 14:40,IMPROPER LANE USAGE,NOT APPLICABLE,2400,N,LINCOLN AVE,1932,,,,,,,2,NONINCAPACITATING INJURY,1,0,0,1,0,1,0,22,6,9,41.92543598,-87.64895099,POINT (-87.648950988518 41.925435975229)
JC432498,N,9/13/2019 22:45,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",PARKED MOTOR VEHICLE,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,Y,"$501 - $1,500",9/13/2019 23:00,NOT APPLICABLE,NOT APPLICABLE,3636,W,111TH ST,2211,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,22,6,9,41.69150033,-87.71207516,POINT (-87.712075162845 41.691500334273)
JC432489,,9/13/2019 22:45,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",PEDESTRIAN,TRAFFIC ROUTE,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,Y,"$501 - $1,500",9/13/2019 22:55,UNABLE TO DETERMINE,NOT APPLICABLE,3800,W,AUGUSTA BLVD,1112,,,,,,,2,"REPORTED, NOT EVIDENT",1,0,0,0,1,1,0,22,6,9,41.89917256,-87.7213721,POINT (-87.721372102711 41.899172555245)
JC432484,,9/13/2019 22:45,35,NO CONTROLS,NO CONTROLS,CLEAR,DARKNESS,REAR END,NOT DIVIDED,,STRAIGHT AND LEVEL,WET,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",9/13/2019 23:00,FAILING TO REDUCE SPEED TO AVOID CRASH,NOT APPLICABLE,1910,N,KEDZIE AVE,1421,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,22,6,9,41.91591877,-87.7070721,POINT (-87.707072099572 41.915918773365)
JC432914,,9/13/2019 22:30,30,NO CONTROLS,NO CONTROLS,CLEAR,DARKNESS,REAR END,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,Y,"OVER $1,500",9/14/2019 10:48,FOLLOWING TOO CLOSELY,FOLLOWING TOO CLOSELY,1601,N,HARLEM AVE,2513,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,22,6,9,41.90893639,-87.80560275,POINT (-87.805602745435 41.908936386889)
JC432495,,9/13/2019 22:30,5,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",PARKED MOTOR VEHICLE,PARKING LOT,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,Y,Y,"OVER $1,500",9/13/2019 22:50,UNABLE TO DETERMINE,UNABLE TO DETERMINE,3132,W,26TH ST,1033,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,22,6,9,41.84464,-87.70387455,POINT (-87.703874549971 41.844640003582)
JC432493,,9/13/2019 22:30,25,NO CONTROLS,NO CONTROLS,CLEAR,DARKNESS,PARKED MOTOR VEHICLE,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,Y,"OVER $1,500",9/13/2019 22:35,UNABLE TO DETERMINE,UNABLE TO DETERMINE,6208,S,WOOD ST,714,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,22,6,9,41.78090543,-87.66924662,POINT (-87.669246618085 41.7809054333)
JC432510,,9/13/2019 22:13,30,UNKNOWN,UNKNOWN,CLEAR,"DARKNESS, LIGHTED ROAD",ANGLE,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,$500 OR LESS,9/13/2019 23:36,FAILING TO YIELD RIGHT-OF-WAY,NOT APPLICABLE,3532,W,OHIO ST,1121,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,22,6,9,41.89191823,-87.71492526,POINT (-87.714925256818 41.89191822678)
JC432840,,9/13/2019 22:00,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,PARKED MOTOR VEHICLE,NOT DIVIDED,,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,ON SCENE,NO INJURY / DRIVE AWAY,,,Y,"OVER $1,500",9/14/2019 9:06,UNABLE TO DETERMINE,UNABLE TO DETERMINE,8201,S,EXCHANGE AVE,424,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,22,6,9,41.74641257,-87.55264649,POINT (-87.55264648896 41.746412572486)
JC432580,,9/13/2019 21:45,30,NO CONTROLS,NOT FUNCTIONING,CLEAR,"DARKNESS, LIGHTED ROAD",PARKED MOTOR VEHICLE,ONE-WAY,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"$501 - $1,500",9/14/2019 0:12,UNABLE TO DETERMINE,UNABLE TO DETERMINE,25,E,WASHINGTON ST,112,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,21,6,9,41.88310908,-87.62697603,POINT (-87.626976033709 41.883109078966)
JC432444,,9/13/2019 21:43,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",TURNING,FOUR WAY,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,,Y,"OVER $1,500",9/13/2019 21:43,TURNING RIGHT ON RED,NOT APPLICABLE,1600,N,AUSTIN AVE,2513,,,,,,,2,NONINCAPACITATING INJURY,2,0,0,2,0,1,0,21,6,9,41.90939057,-87.7756631,POINT (-87.77566310108 41.909390566307)
JC432409,,9/13/2019 21:42,15,NO CONTROLS,FUNCTIONING PROPERLY,CLEAR,DUSK,PARKED MOTOR VEHICLE,ONE-WAY,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,,"$501 - $1,500",9/13/2019 21:43,UNABLE TO DETERMINE,NOT APPLICABLE,4951,W,FLETCHER ST,2521,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,21,6,9,41.93774821,-87.75132685,POINT (-87.751326850773 41.93774821037)
JC432434,,9/13/2019 21:33,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DARKNESS,PEDALCYCLIST,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,,Y,"OVER $1,500",9/13/2019 21:33,UNABLE TO DETERMINE,UNABLE TO DETERMINE,1301,S,WESTERN AVE,1233,,,,,,,2,NONINCAPACITATING INJURY,1,0,0,1,0,1,0,21,6,9,41.86474507,-87.68584046,POINT (-87.685840454681 41.864745069282)
JC432482,Y,9/13/2019 21:30,25,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,DARKNESS,REAR END,DIVIDED - W/MEDIAN (NOT RAISED),,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,$500 OR LESS,9/13/2019 23:00,NOT APPLICABLE,NOT APPLICABLE,5343,N,BROADWAY,2023,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,21,6,9,41.97942826,-87.65980586,POINT (-87.659805854713 41.979428254922)
JC432454,,9/13/2019 21:20,15,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",REAR END,PARKING LOT,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,Y,"$501 - $1,500",9/13/2019 22:23,UNABLE TO DETERMINE,NOT APPLICABLE,5656,W,ROOSEVELT RD,1513,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,21,6,9,41.86567514,-87.76662585,POINT (-87.766625846678 41.865675142365)
JC432432,,9/13/2019 21:20,30,TRAFFIC SIGNAL,UNKNOWN,CLEAR,DAWN,REAR END,DIVIDED - W/MEDIAN (NOT RAISED),,STRAIGHT AND LEVEL,UNKNOWN,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,Y,$500 OR LESS,9/13/2019 21:50,NOT APPLICABLE,NOT APPLICABLE,5700,S,CORNELL DR,331,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,21,6,9,41.7915802,-87.58556422,POINT (-87.585564215195 41.791580204331)
JC432406,,9/13/2019 21:13,30,TRAFFIC SIGNAL,NOT FUNCTIONING,CLEAR,DARKNESS,TURNING,FOUR WAY,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,,,"$501 - $1,500",9/13/2019 21:13,UNABLE TO DETERMINE,NOT APPLICABLE,399,S,ASHLAND AVE,1231,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,3,0,21,6,9,41.87639141,-87.66651864,POINT (-87.666518634825 41.87639141306)
JC432481,,9/13/2019 21:11,30,NO CONTROLS,NO CONTROLS,CLEAR,DAYLIGHT,SIDESWIPE SAME DIRECTION,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,Y,"OVER $1,500",9/13/2019 23:01,UNABLE TO DETERMINE,UNABLE TO DETERMINE,1646,W,33RD ST,912,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,21,6,9,41.83426,-87.6674808,POINT (-87.667480800908 41.834260001452)
JC433026,,9/13/2019 21:10,30,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",REAR END,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,OTHER,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,Y,,,"OVER $1,500",9/14/2019 12:10,FOLLOWING TOO CLOSELY,ROAD CONSTRUCTION/MAINTENANCE,2458,S,WESTERN AVE,1034,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,21,6,9,41.84662807,-87.68563765,POINT (-87.685637653805 41.846628070451)
JC432395,,9/13/2019 21:05,30,OTHER,OTHER,CLEAR,DARKNESS,PEDALCYCLIST,DIVIDED - W/MEDIAN (NOT RAISED),,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,Y,$500 OR LESS,9/13/2019 21:05,"OPERATING VEHICLE IN ERRATIC, RECKLESS, CARELESS, NEGLIGENT OR AGGRESSIVE MANNER",NOT APPLICABLE,6900,S,UNION AVE,732,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,21,6,9,41.76878484,-87.64220067,POINT (-87.642200670004 41.768784841548)
JC433116,,9/13/2019 21:00,30,UNKNOWN,UNKNOWN,CLEAR,DARKNESS,TURNING,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,N,,Y,$500 OR LESS,9/14/2019 13:35,UNABLE TO DETERMINE,UNABLE TO DETERMINE,2054,W,IRVING PARK RD,1911,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,21,6,9,41.95423349,-87.68098833,POINT (-87.68098833103 41.954233489102)
JC432418,,9/13/2019 21:00,35,OTHER,NO CONTROLS,CLEAR,DARKNESS,REAR END,NOT DIVIDED,,STRAIGHT AND LEVEL,WET,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,N,"OVER $1,500",9/13/2019 21:30,IMPROPER BACKING,NOT APPLICABLE,2525,W,NORTH AVE,1423,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,21,6,9,41.91017264,-87.690678,POINT (-87.690677996409 41.91017264386)
JC432401,,9/13/2019 21:00,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",REAR END,ONE-WAY,,STRAIGHT AND LEVEL,DRY,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,N,,,$500 OR LESS,9/13/2019 21:20,FOLLOWING TOO CLOSELY,UNABLE TO DETERMINE,862,N,LAKE SHORE DR SB,1833,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,3,0,21,6,9,41.89838905,-87.61809191,POINT (-87.618091911783 41.898389053094)
JC432382,,9/13/2019 21:00,30,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",TURNING,DIVIDED - W/MEDIAN (NOT RAISED),,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,,"OVER $1,500",9/13/2019 21:00,IMPROPER OVERTAKING/PASSING,FAILING TO YIELD RIGHT-OF-WAY,5209,W,ADDISON ST,1634,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,21,6,9,41.94588508,-87.75734698,POINT (-87.757346977083 41.945885074985)
JC432416,,9/13/2019 20:45,30,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",OTHER NONCOLLISION,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,,,"OVER $1,500",9/13/2019 20:51,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,FAILING TO REDUCE SPEED TO AVOID CRASH,5330,N,CUMBERLAND AVE,1614,,,,,,,1,NONINCAPACITATING INJURY,1,0,0,1,0,0,0,20,6,9,41.97653223,-87.83676373,POINT (-87.836763732547 41.976532228464)
JC432374,,9/13/2019 20:40,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",HEAD ON,Y-INTERSECTION,,"CURVE, LEVEL",DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,,,"OVER $1,500",9/13/2019 20:45,FAILING TO YIELD RIGHT-OF-WAY,FAILING TO YIELD RIGHT-OF-WAY,6000,W,LAWRENCE AVE,1622,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,3,0,20,6,9,41.96775644,-87.7773961,POINT (-87.777396103979 41.967756440279)
JC436037,,9/13/2019 20:30,30,NO CONTROLS,FUNCTIONING PROPERLY,CLEAR,DUSK,SIDESWIPE SAME DIRECTION,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,N,,,"$501 - $1,500",9/16/2019 17:30,UNABLE TO DETERMINE,NOT APPLICABLE,2399,N,CENTRAL AVE,2515,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,20,6,9,41.92389339,-87.76583995,POINT (-87.765839948307 41.9238933905)
JC432478,,9/13/2019 20:30,35,OTHER,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",PARKED MOTOR VEHICLE,OTHER,,STRAIGHT ON GRADE,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",9/13/2019 22:00,ROAD CONSTRUCTION/MAINTENANCE,ROAD CONSTRUCTION/MAINTENANCE,12200,S,PRINCETON AVE,523,,,,Y,MAINTENANCE,Y,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,20,6,9,41.67238426,-87.6298483,POINT (-87.629848297026 41.672384261875)
JC432376,,9/13/2019 20:30,30,TRAFFIC SIGNAL,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",SIDESWIPE SAME DIRECTION,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,$500 OR LESS,9/13/2019 20:50,IMPROPER LANE USAGE,IMPROPER LANE USAGE,1,S,WACKER DR,122,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,20,6,9,41.88188623,-87.63661833,POINT (-87.63661833048 41.881886227462)
JC432467,,9/13/2019 20:20,30,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",TURNING,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,UNKNOWN,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,,"OVER $1,500",9/13/2019 22:42,UNABLE TO DETERMINE,UNABLE TO DETERMINE,7100,S,CARPENTER ST,733,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,20,6,9,41.76501727,-87.65061793,POINT (-87.650617930289 41.765017272605)
JC432440,,9/13/2019 20:19,20,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",REAR END,PARKING LOT,,STRAIGHT ON HILLCREST,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,,Y,,"OVER $1,500",9/13/2019 20:20,"OPERATING VEHICLE IN ERRATIC, RECKLESS, CARELESS, NEGLIGENT OR AGGRESSIVE MANNER",NOT APPLICABLE,1142,W,GRACE ST,1923,,,,,,,2,NONINCAPACITATING INJURY,1,0,0,1,0,1,0,20,6,9,41.9511662,-87.65863075,POINT (-87.65863074502 41.951166200151)
JC432371,Y,9/13/2019 20:15,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,DUSK,ANGLE,FOUR WAY,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,,,"OVER $1,500",9/13/2019 20:49,FAILING TO YIELD RIGHT-OF-WAY,"VISION OBSCURED (SIGNS, TREE LIMBS, BUILDINGS, ETC.)",4700,S,LAMON AVE,814,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,3,0,20,6,9,41.80749721,-87.74574891,POINT (-87.745748906717 41.807497212204)
JC432348,,9/13/2019 20:00,30,STOP SIGN/FLASHER,FUNCTIONING PROPERLY,CLEAR,"DARKNESS, LIGHTED ROAD",ANGLE,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,INJURY AND / OR TOW DUE TO CRASH,Y,,,"OVER $1,500",9/13/2019 20:04,FAILING TO YIELD RIGHT-OF-WAY,UNABLE TO DETERMINE,4600,S,WABASH AVE,215,,,,,,,2,NONINCAPACITATING INJURY,3,0,0,3,0,0,0,20,6,9,41.81097856,-87.62465341,POINT (-87.624653410334 41.810978561316)
JC432321,,9/13/2019 20:00,30,NO CONTROLS,NO CONTROLS,CLEAR,DUSK,PARKED MOTOR VEHICLE,NOT DIVIDED,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,ON SCENE,NO INJURY / DRIVE AWAY,,,Y,$500 OR LESS,9/13/2019 20:00,UNABLE TO DETERMINE,UNABLE TO DETERMINE,1233,W,IRVING PARK RD,1923,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,1,0,20,6,9,41.95429196,-87.66069185,POINT (-87.660691849181 41.954291961765)
JC432400,,9/13/2019 19:55,15,NO CONTROLS,NO CONTROLS,CLEAR,"DARKNESS, LIGHTED ROAD",PARKED MOTOR VEHICLE,PARKING LOT,,STRAIGHT AND LEVEL,DRY,NO DEFECTS,NOT ON SCENE (DESK REPORT),NO INJURY / DRIVE AWAY,,,Y,"OVER $1,500",9/13/2019 21:20,NOT APPLICABLE,NOT APPLICABLE,2233,S,DR MARTIN LUTHER KING JR DR,132,,,,,,,2,NO INDICATION OF INJURY,0,0,0,0,0,2,0,19,6,9,41.85207557,-87.6188508,POINT (-87.618850803918 41.852075574499)
